date,url,username,content
2022-11-29T09:49:01+00:00,https://twitter.com/aryawir44654293/status/1597528046999048192,aryawir44654293,Ayolah @YaniSunarno @ganjarpranowo calon presiden sing tenanan....oleh laporan kok raono respone...????? https://t.co/9UeJmEe1qg
,,,
2022-11-29T09:40:01+00:00,https://twitter.com/WillFianelfist/status/1597525779277303808,WillFianelfist,@udi_sap @FikriMLN14 @ganjarpranowo Seharusnya tiap provinsi ada presiden ..eh gimna?
,,,
2022-11-29T09:39:01+00:00,https://twitter.com/ArieSeptiawati/status/1597525530596630528,ArieSeptiawati,"@DinsosDKI1 @jokowi @ganjarpranowo @aniesbaswedan 
Yg terhormat Bapak Presiden RI,
Saya ingin sdkit berkomentar dan bertnya,
Bantuan BPNT skrg itu turun berupa uang tunai, dan hrus dibelanjakan bahan pokok di agen yg sudah disediakan.."
,,,
2022-11-29T08:38:38+00:00,https://twitter.com/WFredy69/status/1597510335006928896,WFredy69,@ganjarpranowo Siap pak presiden
,,,
2022-11-29T08:28:44+00:00,https://twitter.com/lobaKaheureui/status/1597507842243559424,lobaKaheureui,@susipudjiastuti @ganjarpranowo Masa harus toel anak presiden biar yang ngurus.
,,,
